name,api_name,type,tier_max_units,tier_min_units,tier_style,tier_variables,desc
Rogue,TFT17_ASSASSINTRAIT,BRONZE,2,2,1,"{'AD': 0.11999999731779099, 'AP': 12.0, 'Duration': 3.0, 'HealthThreshold': 0.5}","Rogues gain Attack Damage and Ability Power. The first time they fall below @HealthThreshold*100@% health, they slip into shadows. Enemies targeting them are redirected to a nearby unit, preferring Tanks.<br><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row>"
Rogue,TFT17_ASSASSINTRAIT,SILVER,3,3,3,"{'AD': 0.25, 'AP': 25.0, 'Duration': 3.0, 'HealthThreshold': 0.5}","Rogues gain Attack Damage and Ability Power. The first time they fall below @HealthThreshold*100@% health, they slip into shadows. Enemies targeting them are redirected to a nearby unit, preferring Tanks.<br><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row>"
Rogue,TFT17_ASSASSINTRAIT,SILVER,4,4,3,"{'AD': 0.44999998807907104, 'AP': 45.0, 'Duration': 3.0, 'HealthThreshold': 0.5}","Rogues gain Attack Damage and Ability Power. The first time they fall below @HealthThreshold*100@% health, they slip into shadows. Enemies targeting them are redirected to a nearby unit, preferring Tanks.<br><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row>"
Rogue,TFT17_ASSASSINTRAIT,GOLD,25000,5,5,"{'AD': 0.6000000238418579, 'AP': 60.0, 'Duration': 3.0, 'HealthThreshold': 0.5}","Rogues gain Attack Damage and Ability Power. The first time they fall below @HealthThreshold*100@% health, they slip into shadows. Enemies targeting them are redirected to a nearby unit, preferring Tanks.<br><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row><br><row>(@MinUnits@) @AP@% %i:scaleAD% %i:scaleAP%</row>"
Dark Star,TFT17_DARKSTAR,BRONZE,3,2,1,"{'ADAP': 45, 'ExecuteHPPercent': 0.07999999821186066, 'PercentHealth': 0.25, 'SupermassivePercentBonus': 0.699999988079071}","<row>(@MinUnits@) Dark Stars create a black hole that consumes enemies at <ShowIf.TFT17_DarkStar_HasNeutronStar><TFTBonus>@TFTUnitProperty.trait:TFT17_Augment_DarkStar_NeutronStar_BonusExecutePercent*100@%</TFTBonus></ShowIf.TFT17_DarkStar_HasNeutronStar><ShowIfNot.TFT17_DarkStar_HasNeutronStar>@ExecuteHPPercent*100@%</ShowIfNot.TFT17_DarkStar_HasNeutronStar> max health.</row><br><row>(@MinUnits@) AND they gain @ADAP@% %i:scaleAD%%i:scaleAP%.</row><br><row>(@MinUnits@) AND the strongest Dark Star unit goes supermassive, gaining @SupermassivePercentBonus*100@% effectiveness from Dark Star, and creates 2 minor Black Holes.</row><br><row>(@MinUnits@) All Dark Stars are supermassive. At level 10, CONSUME EVERYONE. </row>"
Dark Star,TFT17_DARKSTAR,SILVER,5,4,3,"{'ADAP': 45, 'ExecuteHPPercent': 0.07999999821186066, 'PercentHealth': 0.25, 'SupermassivePercentBonus': 0.699999988079071}","<row>(@MinUnits@) Dark Stars create a black hole that consumes enemies at <ShowIf.TFT17_DarkStar_HasNeutronStar><TFTBonus>@TFTUnitProperty.trait:TFT17_Augment_DarkStar_NeutronStar_BonusExecutePercent*100@%</TFTBonus></ShowIf.TFT17_DarkStar_HasNeutronStar><ShowIfNot.TFT17_DarkStar_HasNeutronStar>@ExecuteHPPercent*100@%</ShowIfNot.TFT17_DarkStar_HasNeutronStar> max health.</row><br><row>(@MinUnits@) AND they gain @ADAP@% %i:scaleAD%%i:scaleAP%.</row><br><row>(@MinUnits@) AND the strongest Dark Star unit goes supermassive, gaining @SupermassivePercentBonus*100@% effectiveness from Dark Star, and creates 2 minor Black Holes.</row><br><row>(@MinUnits@) All Dark Stars are supermassive. At level 10, CONSUME EVERYONE. </row>"
Dark Star,TFT17_DARKSTAR,GOLD,8,6,5,"{'ADAP': 45, 'ExecuteHPPercent': 0.07999999821186066, 'PercentHealth': 0.25, 'SupermassivePercentBonus': 0.699999988079071}","<row>(@MinUnits@) Dark Stars create a black hole that consumes enemies at <ShowIf.TFT17_DarkStar_HasNeutronStar><TFTBonus>@TFTUnitProperty.trait:TFT17_Augment_DarkStar_NeutronStar_BonusExecutePercent*100@%</TFTBonus></ShowIf.TFT17_DarkStar_HasNeutronStar><ShowIfNot.TFT17_DarkStar_HasNeutronStar>@ExecuteHPPercent*100@%</ShowIfNot.TFT17_DarkStar_HasNeutronStar> max health.</row><br><row>(@MinUnits@) AND they gain @ADAP@% %i:scaleAD%%i:scaleAP%.</row><br><row>(@MinUnits@) AND the strongest Dark Star unit goes supermassive, gaining @SupermassivePercentBonus*100@% effectiveness from Dark Star, and creates 2 minor Black Holes.</row><br><row>(@MinUnits@) All Dark Stars are supermassive. At level 10, CONSUME EVERYONE. </row>"
Dark Star,TFT17_DARKSTAR,PRISMATIC,25000,9,6,"{'ADAP': 45, 'ExecuteHPPercent': 0.07999999821186066, 'PercentHealth': 0.25, 'SupermassivePercentBonus': 0.699999988079071}","<row>(@MinUnits@) Dark Stars create a black hole that consumes enemies at <ShowIf.TFT17_DarkStar_HasNeutronStar><TFTBonus>@TFTUnitProperty.trait:TFT17_Augment_DarkStar_NeutronStar_BonusExecutePercent*100@%</TFTBonus></ShowIf.TFT17_DarkStar_HasNeutronStar><ShowIfNot.TFT17_DarkStar_HasNeutronStar>@ExecuteHPPercent*100@%</ShowIfNot.TFT17_DarkStar_HasNeutronStar> max health.</row><br><row>(@MinUnits@) AND they gain @ADAP@% %i:scaleAD%%i:scaleAP%.</row><br><row>(@MinUnits@) AND the strongest Dark Star unit goes supermassive, gaining @SupermassivePercentBonus*100@% effectiveness from Dark Star, and creates 2 minor Black Holes.</row><br><row>(@MinUnits@) All Dark Stars are supermassive. At level 10, CONSUME EVERYONE. </row>"
Primordian,TFT17_PRIMORDIAN,BRONZE,2,2,1,"{'DamageMultiplier': 1.0, 'DamageTakenPercentModifier': 0.07999999821186066, 'PercentMoreSwarmlings': 45, '{3ed71f24}': 6}","<row>(@MinUnits@) Dealing damage spawns Swarmlings based on unique Primordian star level.</row><br><row>(@MinUnits@) Spawn @PercentMoreSwarmlings@% more Swarmlings! After each player combat, gain a random 1 or 2-cost champion. </row><br><br><rules>@DamageTakenPercentModifier*100@% of damage taken contributes to damage dealt.</rules>"
Primordian,TFT17_PRIMORDIAN,GOLD,25000,3,5,"{'DamageMultiplier': 1.4500000476837158, 'DamageTakenPercentModifier': 0.07999999821186066, 'PercentMoreSwarmlings': 45, '{3ed71f24}': 6}","<row>(@MinUnits@) Dealing damage spawns Swarmlings based on unique Primordian star level.</row><br><row>(@MinUnits@) Spawn @PercentMoreSwarmlings@% more Swarmlings! After each player combat, gain a random 1 or 2-cost champion. </row><br><br><rules>@DamageTakenPercentModifier*100@% of damage taken contributes to damage dealt.</rules>"
Space Groove,TFT17_SPACEGROOVE,BRONZE,2,1,1,"{'ADAPPerSecond': None, 'EffectBonus': None, 'StartOfCombatDuration': None}","<row>(@MinUnits@) Groovians can enter {{TFT17_SpaceGroove_TheGroove}}. While in it, they gain Attack Speed and max Health Regen, increased per Groovian on your team.</row><br><row>(@MinUnits@) All Groovians start combat in {{TFT17_SpaceGroove_TheGroove}} for @StartOfCombatDuration@ seconds.</row><br><row>(@MinUnits@) Each second spent in {{TFT17_SpaceGroove_TheGroove}} grants @ADAPPerSecond@% stacking Attack Damage and Ability Power.</row><br><row>(@MinUnits@) Increase these effects by @EffectBonus@%!</row><br><row>(@MinUnits@) {{TFT17_SpaceGroove_Groove}}</row><br><br>{{TFT17_SpaceGroove_TheGroove}}: @TFTUnitProperty.:TFT17_SpaceGroove_AS*100@% %i:scaleAS%, @TFTUnitProperty.:TFT17_SpaceGroove_HealthRegen*100@% %i:scaleHPRegen%"
Space Groove,TFT17_SPACEGROOVE,SILVER,4,3,3,"{'ADAPPerSecond': None, 'EffectBonus': None, 'StartOfCombatDuration': 4.0}","<row>(@MinUnits@) Groovians can enter {{TFT17_SpaceGroove_TheGroove}}. While in it, they gain Attack Speed and max Health Regen, increased per Groovian on your team.</row><br><row>(@MinUnits@) All Groovians start combat in {{TFT17_SpaceGroove_TheGroove}} for @StartOfCombatDuration@ seconds.</row><br><row>(@MinUnits@) Each second spent in {{TFT17_SpaceGroove_TheGroove}} grants @ADAPPerSecond@% stacking Attack Damage and Ability Power.</row><br><row>(@MinUnits@) Increase these effects by @EffectBonus@%!</row><br><row>(@MinUnits@) {{TFT17_SpaceGroove_Groove}}</row><br><br>{{TFT17_SpaceGroove_TheGroove}}: @TFTUnitProperty.:TFT17_SpaceGroove_AS*100@% %i:scaleAS%, @TFTUnitProperty.:TFT17_SpaceGroove_HealthRegen*100@% %i:scaleHPRegen%"
Space Groove,TFT17_SPACEGROOVE,SILVER,6,5,3,"{'ADAPPerSecond': 5.0, 'EffectBonus': None, 'StartOfCombatDuration': 4.0}","<row>(@MinUnits@) Groovians can enter {{TFT17_SpaceGroove_TheGroove}}. While in it, they gain Attack Speed and max Health Regen, increased per Groovian on your team.</row><br><row>(@MinUnits@) All Groovians start combat in {{TFT17_SpaceGroove_TheGroove}} for @StartOfCombatDuration@ seconds.</row><br><row>(@MinUnits@) Each second spent in {{TFT17_SpaceGroove_TheGroove}} grants @ADAPPerSecond@% stacking Attack Damage and Ability Power.</row><br><row>(@MinUnits@) Increase these effects by @EffectBonus@%!</row><br><row>(@MinUnits@) {{TFT17_SpaceGroove_Groove}}</row><br><br>{{TFT17_SpaceGroove_TheGroove}}: @TFTUnitProperty.:TFT17_SpaceGroove_AS*100@% %i:scaleAS%, @TFTUnitProperty.:TFT17_SpaceGroove_HealthRegen*100@% %i:scaleHPRegen%"
Space Groove,TFT17_SPACEGROOVE,GOLD,9,7,5,"{'ADAPPerSecond': 5.0, 'EffectBonus': 10.0, 'StartOfCombatDuration': 4.0}","<row>(@MinUnits@) Groovians can enter {{TFT17_SpaceGroove_TheGroove}}. While in it, they gain Attack Speed and max Health Regen, increased per Groovian on your team.</row><br><row>(@MinUnits@) All Groovians start combat in {{TFT17_SpaceGroove_TheGroove}} for @StartOfCombatDuration@ seconds.</row><br><row>(@MinUnits@) Each second spent in {{TFT17_SpaceGroove_TheGroove}} grants @ADAPPerSecond@% stacking Attack Damage and Ability Power.</row><br><row>(@MinUnits@) Increase these effects by @EffectBonus@%!</row><br><row>(@MinUnits@) {{TFT17_SpaceGroove_Groove}}</row><br><br>{{TFT17_SpaceGroove_TheGroove}}: @TFTUnitProperty.:TFT17_SpaceGroove_AS*100@% %i:scaleAS%, @TFTUnitProperty.:TFT17_SpaceGroove_HealthRegen*100@% %i:scaleHPRegen%"
Space Groove,TFT17_SPACEGROOVE,PRISMATIC,25000,10,6,"{'ADAPPerSecond': 10.0, 'EffectBonus': 500.0, 'StartOfCombatDuration': 60.0, '{32ed1fda}': 800.0, '{3e46e556}': 1500.0}","<row>(@MinUnits@) Groovians can enter {{TFT17_SpaceGroove_TheGroove}}. While in it, they gain Attack Speed and max Health Regen, increased per Groovian on your team.</row><br><row>(@MinUnits@) All Groovians start combat in {{TFT17_SpaceGroove_TheGroove}} for @StartOfCombatDuration@ seconds.</row><br><row>(@MinUnits@) Each second spent in {{TFT17_SpaceGroove_TheGroove}} grants @ADAPPerSecond@% stacking Attack Damage and Ability Power.</row><br><row>(@MinUnits@) Increase these effects by @EffectBonus@%!</row><br><row>(@MinUnits@) {{TFT17_SpaceGroove_Groove}}</row><br><br>{{TFT17_SpaceGroove_TheGroove}}: @TFTUnitProperty.:TFT17_SpaceGroove_AS*100@% %i:scaleAS%, @TFTUnitProperty.:TFT17_SpaceGroove_HealthRegen*100@% %i:scaleHPRegen%"
Arbiter,TFT17_ADMIN,BRONZE,2,2,1,"{'DamageInstances': 10, 'HealthThreshold': 0.4000000059604645, 'ManaToSpend': 50, 'NumAttacks': 3, 'NumSeconds': 4, 'ShieldDuration': 4, '{fefec6fb}': 1.0}","Scribe a unique divine law, allowing you to choose an effect to apply to Arbiters when a chosen cause occurs.<br><br><row>(@MinUnits@) Choose a cause and effect for your law</row><br><row>(@MinUnits@) Effects are stronger. </row>"
Arbiter,TFT17_ADMIN,GOLD,25000,3,5,"{'DamageInstances': 10, 'HealthThreshold': 0.4000000059604645, 'ManaToSpend': 50, 'NumAttacks': 3, 'NumSeconds': 4, 'ShieldDuration': 4, '{fefec6fb}': 1.0}","Scribe a unique divine law, allowing you to choose an effect to apply to Arbiters when a chosen cause occurs.<br><br><row>(@MinUnits@) Choose a cause and effect for your law</row><br><row>(@MinUnits@) Effects are stronger. </row>"
Stargazer,TFT17_STARGAZER_MOUNTAIN,BRONZE,3,3,1,"{'Mountain_ADAP': None, 'Mountain_AS': None, 'Mountain_DR': None, 'Mountain_Health': 0.15000000596046448, 'Mountain_Resists': None, 'Mountain_RoundsPerEmblem': 5.0, 'Mountain_StatIncrease': None, '{67e491c6}': 25000.0, '{9d012fe8}': None}","Stargazers chart a different constellation every game. This game: <TFTStargazer>The Mountain</TFTStargazer><br><br>Every @Mountain_RoundsPerEmblem@ player combats, gain a Stargazer Emblem. Stargazers in empowered hexes gain various bonuses.<br><br>(Combats Remaining:&nbsp;@TFTUnitProperty.trait:TFT17_Stargazer_Mountain_CombatsRemaining@)<br><br><row>(@MinUnits@) Gain @Mountain_Health*100@% Health</row><br><row>(@MinUnits@) AND @Mountain_ADAP*100@% Attack Damage and Ability Power</row><br><row>(@MinUnits@) AND @Mountain_Resists@ Armor and Magic Resist</row><br><row>(@MinUnits@) AND @Mountain_AS*100@% Attack Speed</row><br><row>(@MinUnits@) AND @Mountain_DR*100@% Durability</row><br><row>(@MinUnits@) AND increase all other bonuses by @Mountain_StatIncrease*100@%</row><br><br><rules>More hexes reveal at each player level</rules>"
Stargazer,TFT17_STARGAZER_MOUNTAIN,SILVER,4,4,3,"{'Mountain_ADAP': 0.15000000596046448, 'Mountain_AS': None, 'Mountain_DR': None, 'Mountain_Health': 0.15000000596046448, 'Mountain_Resists': None, 'Mountain_RoundsPerEmblem': 5.0, 'Mountain_StatIncrease': None, '{67e491c6}': 25000.0, '{9d012fe8}': None}","Stargazers chart a different constellation every game. This game: <TFTStargazer>The Mountain</TFTStargazer><br><br>Every @Mountain_RoundsPerEmblem@ player combats, gain a Stargazer Emblem. Stargazers in empowered hexes gain various bonuses.<br><br>(Combats Remaining:&nbsp;@TFTUnitProperty.trait:TFT17_Stargazer_Mountain_CombatsRemaining@)<br><br><row>(@MinUnits@) Gain @Mountain_Health*100@% Health</row><br><row>(@MinUnits@) AND @Mountain_ADAP*100@% Attack Damage and Ability Power</row><br><row>(@MinUnits@) AND @Mountain_Resists@ Armor and Magic Resist</row><br><row>(@MinUnits@) AND @Mountain_AS*100@% Attack Speed</row><br><row>(@MinUnits@) AND @Mountain_DR*100@% Durability</row><br><row>(@MinUnits@) AND increase all other bonuses by @Mountain_StatIncrease*100@%</row><br><br><rules>More hexes reveal at each player level</rules>"
Stargazer,TFT17_STARGAZER_MOUNTAIN,SILVER,5,5,3,"{'Mountain_ADAP': 0.15000000596046448, 'Mountain_AS': None, 'Mountain_DR': None, 'Mountain_Health': 0.15000000596046448, 'Mountain_Resists': 10.0, 'Mountain_RoundsPerEmblem': 5.0, 'Mountain_StatIncrease': None, '{67e491c6}': 25000.0, '{9d012fe8}': None}","Stargazers chart a different constellation every game. This game: <TFTStargazer>The Mountain</TFTStargazer><br><br>Every @Mountain_RoundsPerEmblem@ player combats, gain a Stargazer Emblem. Stargazers in empowered hexes gain various bonuses.<br><br>(Combats Remaining:&nbsp;@TFTUnitProperty.trait:TFT17_Stargazer_Mountain_CombatsRemaining@)<br><br><row>(@MinUnits@) Gain @Mountain_Health*100@% Health</row><br><row>(@MinUnits@) AND @Mountain_ADAP*100@% Attack Damage and Ability Power</row><br><row>(@MinUnits@) AND @Mountain_Resists@ Armor and Magic Resist</row><br><row>(@MinUnits@) AND @Mountain_AS*100@% Attack Speed</row><br><row>(@MinUnits@) AND @Mountain_DR*100@% Durability</row><br><row>(@MinUnits@) AND increase all other bonuses by @Mountain_StatIncrease*100@%</row><br><br><rules>More hexes reveal at each player level</rules>"
Stargazer,TFT17_STARGAZER_MOUNTAIN,SILVER,6,6,3,"{'Mountain_ADAP': 0.15000000596046448, 'Mountain_AS': 0.07999999821186066, 'Mountain_DR': None, 'Mountain_Health': 0.15000000596046448, 'Mountain_Resists': 10.0, 'Mountain_RoundsPerEmblem': 5.0, 'Mountain_StatIncrease': None, '{67e491c6}': 25000.0, '{9d012fe8}': None}","Stargazers chart a different constellation every game. This game: <TFTStargazer>The Mountain</TFTStargazer><br><br>Every @Mountain_RoundsPerEmblem@ player combats, gain a Stargazer Emblem. Stargazers in empowered hexes gain various bonuses.<br><br>(Combats Remaining:&nbsp;@TFTUnitProperty.trait:TFT17_Stargazer_Mountain_CombatsRemaining@)<br><br><row>(@MinUnits@) Gain @Mountain_Health*100@% Health</row><br><row>(@MinUnits@) AND @Mountain_ADAP*100@% Attack Damage and Ability Power</row><br><row>(@MinUnits@) AND @Mountain_Resists@ Armor and Magic Resist</row><br><row>(@MinUnits@) AND @Mountain_AS*100@% Attack Speed</row><br><row>(@MinUnits@) AND @Mountain_DR*100@% Durability</row><br><row>(@MinUnits@) AND increase all other bonuses by @Mountain_StatIncrease*100@%</row><br><br><rules>More hexes reveal at each player level</rules>"
Stargazer,TFT17_STARGAZER_MOUNTAIN,SILVER,7,7,3,"{'Mountain_ADAP': 0.15000000596046448, 'Mountain_AS': 0.07999999821186066, 'Mountain_DR': 0.05000000074505806, 'Mountain_Health': 0.15000000596046448, 'Mountain_Resists': 10.0, 'Mountain_RoundsPerEmblem': 5.0, 'Mountain_StatIncrease': None, '{67e491c6}': 25000.0, '{9d012fe8}': None}","Stargazers chart a different constellation every game. This game: <TFTStargazer>The Mountain</TFTStargazer><br><br>Every @Mountain_RoundsPerEmblem@ player combats, gain a Stargazer Emblem. Stargazers in empowered hexes gain various bonuses.<br><br>(Combats Remaining:&nbsp;@TFTUnitProperty.trait:TFT17_Stargazer_Mountain_CombatsRemaining@)<br><br><row>(@MinUnits@) Gain @Mountain_Health*100@% Health</row><br><row>(@MinUnits@) AND @Mountain_ADAP*100@% Attack Damage and Ability Power</row><br><row>(@MinUnits@) AND @Mountain_Resists@ Armor and Magic Resist</row><br><row>(@MinUnits@) AND @Mountain_AS*100@% Attack Speed</row><br><row>(@MinUnits@) AND @Mountain_DR*100@% Durability</row><br><row>(@MinUnits@) AND increase all other bonuses by @Mountain_StatIncrease*100@%</row><br><br><rules>More hexes reveal at each player level</rules>"
Stargazer,TFT17_STARGAZER_MOUNTAIN,GOLD,8,8,5,"{'Mountain_ADAP': 0.15000000596046448, 'Mountain_AS': 0.07999999821186066, 'Mountain_DR': 0.05000000074505806, 'Mountain_Health': 0.15000000596046448, 'Mountain_Resists': 10.0, 'Mountain_RoundsPerEmblem': 5.0, 'Mountain_StatIncrease': 0.10000000149011612, '{67e491c6}': 25000.0, '{9d012fe8}': None}","Stargazers chart a different constellation every game. This game: <TFTStargazer>The Mountain</TFTStargazer><br><br>Every @Mountain_RoundsPerEmblem@ player combats, gain a Stargazer Emblem. Stargazers in empowered hexes gain various bonuses.<br><br>(Combats Remaining:&nbsp;@TFTUnitProperty.trait:TFT17_Stargazer_Mountain_CombatsRemaining@)<br><br><row>(@MinUnits@) Gain @Mountain_Health*100@% Health</row><br><row>(@MinUnits@) AND @Mountain_ADAP*100@% Attack Damage and Ability Power</row><br><row>(@MinUnits@) AND @Mountain_Resists@ Armor and Magic Resist</row><br><row>(@MinUnits@) AND @Mountain_AS*100@% Attack Speed</row><br><row>(@MinUnits@) AND @Mountain_DR*100@% Durability</row><br><row>(@MinUnits@) AND increase all other bonuses by @Mountain_StatIncrease*100@%</row><br><br><rules>More hexes reveal at each player level</rules>"
Stargazer,TFT17_STARGAZER_MOUNTAIN,GOLD,9,9,5,"{'Mountain_ADAP': 0.15000000596046448, 'Mountain_AS': 0.07999999821186066, 'Mountain_DR': 0.05000000074505806, 'Mountain_Health': 0.15000000596046448, 'Mountain_Resists': 10.0, 'Mountain_RoundsPerEmblem': 5.0, 'Mountain_StatIncrease': 0.10000000149011612, '{67e491c6}': 25000.0, '{9d012fe8}': None}","Stargazers chart a different constellation every game. This game: <TFTStargazer>The Mountain</TFTStargazer><br><br>Every @Mountain_RoundsPerEmblem@ player combats, gain a Stargazer Emblem. Stargazers in empowered hexes gain various bonuses.<br><br>(Combats Remaining:&nbsp;@TFTUnitProperty.trait:TFT17_Stargazer_Mountain_CombatsRemaining@)<br><br><row>(@MinUnits@) Gain @Mountain_Health*100@% Health</row><br><row>(@MinUnits@) AND @Mountain_ADAP*100@% Attack Damage and Ability Power</row><br><row>(@MinUnits@) AND @Mountain_Resists@ Armor and Magic Resist</row><br><row>(@MinUnits@) AND @Mountain_AS*100@% Attack Speed</row><br><row>(@MinUnits@) AND @Mountain_DR*100@% Durability</row><br><row>(@MinUnits@) AND increase all other bonuses by @Mountain_StatIncrease*100@%</row><br><br><rules>More hexes reveal at each player level</rules>"
Stargazer,TFT17_STARGAZER_MOUNTAIN,GOLD,10,10,5,"{'Mountain_ADAP': 0.15000000596046448, 'Mountain_AS': 0.07999999821186066, 'Mountain_DR': 0.05000000074505806, 'Mountain_Health': 0.15000000596046448, 'Mountain_Resists': 10.0, 'Mountain_RoundsPerEmblem': 5.0, 'Mountain_StatIncrease': 0.10000000149011612, '{67e491c6}': 25000.0, '{9d012fe8}': None}","Stargazers chart a different constellation every game. This game: <TFTStargazer>The Mountain</TFTStargazer><br><br>Every @Mountain_RoundsPerEmblem@ player combats, gain a Stargazer Emblem. Stargazers in empowered hexes gain various bonuses.<br><br>(Combats Remaining:&nbsp;@TFTUnitProperty.trait:TFT17_Stargazer_Mountain_CombatsRemaining@)<br><br><row>(@MinUnits@) Gain @Mountain_Health*100@% Health</row><br><row>(@MinUnits@) AND @Mountain_ADAP*100@% Attack Damage and Ability Power</row><br><row>(@MinUnits@) AND @Mountain_Resists@ Armor and Magic Resist</row><br><row>(@MinUnits@) AND @Mountain_AS*100@% Attack Speed</row><br><row>(@MinUnits@) AND @Mountain_DR*100@% Durability</row><br><row>(@MinUnits@) AND increase all other bonuses by @Mountain_StatIncrease*100@%</row><br><br><rules>More hexes reveal at each player level</rules>"
Stargazer,TFT17_STARGAZER_MOUNTAIN,PRISMATIC,25000,11,6,"{'Mountain_ADAP': 0.15000000596046448, 'Mountain_AS': 0.07999999821186066, 'Mountain_DR': 0.05000000074505806, 'Mountain_Health': 0.15000000596046448, 'Mountain_Resists': 8.0, 'Mountain_RoundsPerEmblem': 5.0, 'Mountain_StatIncrease': 0.10000000149011612, '{67e491c6}': 25000.0, '{9d012fe8}': None}","Stargazers chart a different constellation every game. This game: <TFTStargazer>The Mountain</TFTStargazer><br><br>Every @Mountain_RoundsPerEmblem@ player combats, gain a Stargazer Emblem. Stargazers in empowered hexes gain various bonuses.<br><br>(Combats Remaining:&nbsp;@TFTUnitProperty.trait:TFT17_Stargazer_Mountain_CombatsRemaining@)<br><br><row>(@MinUnits@) Gain @Mountain_Health*100@% Health</row><br><row>(@MinUnits@) AND @Mountain_ADAP*100@% Attack Damage and Ability Power</row><br><row>(@MinUnits@) AND @Mountain_Resists@ Armor and Magic Resist</row><br><row>(@MinUnits@) AND @Mountain_AS*100@% Attack Speed</row><br><row>(@MinUnits@) AND @Mountain_DR*100@% Durability</row><br><row>(@MinUnits@) AND increase all other bonuses by @Mountain_StatIncrease*100@%</row><br><br><rules>More hexes reveal at each player level</rules>"
Shepherd,TFT17_SUMMONTRAIT,BRONZE,4,3,1,{},Shepherds summon the Bond of the Stars to aid them in battle.<br><br><row>(@MinUnits@) Summon Bia</row><br><row>(@MinUnits@) Summon Bayin</row><br><row>(@MinUnits@) Bia and Bayin's bond grows deeper</row><br><br><rules>Bia and Bayin's power are increased by the total star level of all Shepherds.</rules>
Shepherd,TFT17_SUMMONTRAIT,SILVER,6,5,3,{},Shepherds summon the Bond of the Stars to aid them in battle.<br><br><row>(@MinUnits@) Summon Bia</row><br><row>(@MinUnits@) Summon Bayin</row><br><row>(@MinUnits@) Bia and Bayin's bond grows deeper</row><br><br><rules>Bia and Bayin's power are increased by the total star level of all Shepherds.</rules>
Shepherd,TFT17_SUMMONTRAIT,GOLD,25000,7,5,{},Shepherds summon the Bond of the Stars to aid them in battle.<br><br><row>(@MinUnits@) Summon Bia</row><br><row>(@MinUnits@) Summon Bayin</row><br><row>(@MinUnits@) Bia and Bayin's bond grows deeper</row><br><br><rules>Bia and Bayin's power are increased by the total star level of all Shepherds.</rules>
Redeemer,TFT17_RHAASTUNIQUETRAIT,LEGENDARY,25000,1,4,"{'BonusDefensiveStat1': 2.0, 'BonusDefensiveStat2': 2.0, 'BonusDefensiveStat3': 2.0, 'BonusOffensiveStat1': 0.019999999552965164, 'BonusOffensiveStat2': 0.019999999552965164, 'BonusOffensiveStat3': 0.019999999552965164}","<row>(@MinUnits@) For each non-unique trait you have active, your team gains @BonusOffensiveStat1*100@% Attack Speed, and @BonusDefensiveStat1@ Armor and Magic Resist.</row><br><br>Teamwide Attack Speed: @TFTUnitProperty.trait:TFT17_RhaastUnique_OffensiveStatToGain@% %i:scaleAS%<br>Teamwide Resists: @TFTUnitProperty.trait:TFT17_RhaastUnique_DefensiveStatToGain@ %i:scaleArmor%%i:scaleMR%"
Brawler,TFT17_HPTANK,BRONZE,3,2,1,"{'HealthBonus': 0.25, 'TeamwideBonus': 0.05000000074505806}",Your team gains @TeamwideBonus*100@% Health. Brawlers gain more.<br><br><expandRow>(@MinUnits@) +@HealthBonus*100@% maximum Health</expandRow>
Brawler,TFT17_HPTANK,SILVER,5,4,3,"{'HealthBonus': 0.44999998807907104, 'TeamwideBonus': 0.05000000074505806}",Your team gains @TeamwideBonus*100@% Health. Brawlers gain more.<br><br><expandRow>(@MinUnits@) +@HealthBonus*100@% maximum Health</expandRow>
Brawler,TFT17_HPTANK,GOLD,25000,6,5,"{'HealthBonus': 0.6499999761581421, 'TeamwideBonus': 0.05000000074505806}",Your team gains @TeamwideBonus*100@% Health. Brawlers gain more.<br><br><expandRow>(@MinUnits@) +@HealthBonus*100@% maximum Health</expandRow>
